PDB1 CATH1 CATH2 PDB2 CATH1 CATH2
1w9h 3.40.50.2300.126 3.30.420.10.56 3lop 3.40.50.2300.309 3.40.50.2300.59
2ze6 3.40.50.300.473 1.10.287.890.2 1f5n 1.20.1000.10.1 3.40.50.300.158
4wpg 3.40.50.720.3 3.90.25.10.12 5dp2 3.90.180.10.1 3.40.50.720.88
2xsb 3.20.20.80.187 1.20.58.240.1 3ii1 2.60.40.1180.95 3.20.20.80.179
2ivn 3.30.420.40.23 3.30.420.40.7 4no7 3.40.367.20.2 3.30.420.40.9
2qlt 3.40.50.1000.53 1.10.150.240.24 3pdw 3.40.50.1000.10 3.40.50.1000.114
1s6y 3.40.50.720.449 3.90.110.10.16 5dp2 3.90.180.10.1 3.40.50.720.88
1i3a 3.30.420.10.19 1.10.10.460.2 1w9h 3.40.50.2300.126 3.30.420.10.56
4rs3 3.40.50.2300.26 3.40.50.2300.7 4g97 1.20.140.160.2 3.40.50.2300.70
4ffl 3.40.50.720.549 3.30.470.20.24 3gms 3.90.180.10.10 3.40.50.720.476
2p5y 3.40.50.720.32 3.90.25.10.9 3gms 3.90.180.10.10 3.40.50.720.476
4ofj 3.40.190.10.372 3.10.105.10.9 3uif 3.40.190.10.377 3.40.190.10.363
1nzj 3.40.50.620.52 3.40.50.620.48 1r6x 3.10.400.10.1 3.40.50.620.4
2fbo 2.60.40.10.294 2.60.40.10.296 3qdh 2.60.40.740.9 2.60.40.10.348
3c7a 3.40.50.720.162 1.10.1040.10.43 3gms 3.90.180.10.10 3.40.50.720.476
3co4 3.20.20.80.192 3.40.5.30.1 3ii1 2.60.40.1180.95 3.20.20.80.179
4m88 3.40.50.2300.335 3.40.50.2300.99 4g97 1.20.140.160.2 3.40.50.2300.70
5icq 3.40.190.10.385 3.10.105.10.18 4got 3.40.190.10.62 3.40.190.10.244
4dcc 3.40.50.1000.84 1.10.150.240.7 3pdw 3.40.50.1000.10 3.40.50.1000.114
1z17 3.40.50.2300.216 3.40.50.2300.13 4g97 1.20.140.160.2 3.40.50.2300.70
4nzc 3.20.20.80.102 3.10.50.10.11 3ii1 2.60.40.1180.95 3.20.20.80.179
3hz6 3.30.420.40.144 3.30.420.40.137 4no7 3.40.367.20.2 3.30.420.40.9
1ut9 2.60.40.10.405 1.50.10.10.44 3qdh 2.60.40.740.9 2.60.40.10.348
1w9h 3.40.50.2300.126 3.30.420.10.56 4rs3 3.40.50.2300.26 3.40.50.2300.7
4eiu 2.60.40.1120.6 2.60.40.2060.4 2nsm 3.40.630.10.39 2.60.40.1120.1
2p5y 3.40.50.720.32 3.90.25.10.9 3goh 3.90.180.10.18 3.40.50.720.498
3uk0 3.40.50.2300.208 3.40.50.2300.6 4g97 1.20.140.160.2 3.40.50.2300.70
5icq 3.40.190.10.385 3.10.105.10.18 3oen 3.40.190.10.74 3.40.190.10.176
3rx7 2.60.40.10.539 1.50.10.10.27 3qdh 2.60.40.740.9 2.60.40.10.348
3rx7 2.60.40.10.539 1.50.10.10.27 2fbo 2.60.40.10.294 2.60.40.10.296
4ofj 3.40.190.10.372 3.10.105.10.9 3un6 3.40.190.10.275 3.40.190.10.313
4aru 3.40.50.1240.13 3.40.50.1240.25 2axn 3.40.50.300.48 3.40.50.1240.14
2qor 3.40.50.300.400 3.30.63.10.4 1f5n 1.20.1000.10.1 3.40.50.300.158
2p5y 3.40.50.720.32 3.90.25.10.9 3b6z 3.90.180.10.41 3.40.50.720.74
3c7a 3.40.50.720.162 1.10.1040.10.43 3goh 3.90.180.10.18 3.40.50.720.498
3c7e 2.60.120.260.58 2.115.10.20.4 3hjr 3.40.50.200.24 2.60.120.260.12
1r1h 3.40.390.10.29 1.10.1380.10.1 4i35 2.150.10.10.1 3.40.390.10.9
1w9h 3.40.50.2300.126 3.30.420.10.56 1z17 3.40.50.2300.216 3.40.50.2300.13
3c7a 3.40.50.720.162 1.10.1040.10.43 3b6z 3.90.180.10.41 3.40.50.720.74
1w9h 3.40.50.2300.126 3.30.420.10.56 3ip5 3.40.50.2300.216 3.40.50.2300.13
3suu 3.20.20.80.46 3.30.379.10.5 3ii1 2.60.40.1180.95 3.20.20.80.179
4jb3 3.40.50.1000.28 1.10.150.240.6 3pdw 3.40.50.1000.10 3.40.50.1000.114
4ffl 3.40.50.720.549 3.30.470.20.24 3b6z 3.90.180.10.41 3.40.50.720.74
4ffl 3.40.50.720.549 3.30.470.20.24 2w4q 3.90.180.10.36 3.40.50.720.89
2p5y 3.40.50.720.32 3.90.25.10.9 2w4q 3.90.180.10.36 3.40.50.720.89
3a1t 3.40.50.300.132 1.10.287.1770.1 2yhs 1.20.120.140.4 3.40.50.300.23
4ofj 3.40.190.10.372 3.10.105.10.9 2v3u 3.40.190.10.6 3.40.190.10.225
1w9h 3.40.50.2300.126 3.30.420.10.56 3d02 3.40.50.2300.15 3.40.50.2300.14
4ofj 3.40.190.10.372 3.10.105.10.9 1xs5 3.40.190.10.117 3.40.190.10.149
5icq 3.40.190.10.385 3.10.105.10.18 2ons 3.40.190.10.30 3.40.190.10.31
2ip1 3.40.50.620.59 1.10.240.10.5 1nzj 3.40.50.620.52 3.40.50.620.48
2z38 1.10.530.10.18 3.30.20.10.1 4anr 1.10.8.350.1 1.10.530.10.15
4dca 3.30.200.20.96 3.90.1200.10.8 3war 1.10.510.10.21 3.30.200.20.1
4y9t 3.40.50.2300.113 3.40.50.2300.188 4g97 1.20.140.160.2 3.40.50.2300.70
4dca 3.30.200.20.96 3.90.1200.10.8 3q5z 1.10.510.10.62 3.30.200.20.185
4ofj 3.40.190.10.372 3.10.105.10.9 2czl 3.40.190.10.138 3.40.190.10.243
4ofj 3.40.190.10.372 3.10.105.10.9 2v84 3.40.190.10.109 3.40.190.10.95
4ofj 3.40.190.10.372 3.10.105.10.9 1si0 3.40.190.10.5 3.40.190.10.48
4ffl 3.40.50.720.549 3.30.470.20.24 5dp2 3.90.180.10.1 3.40.50.720.88
1w9h 3.40.50.2300.126 3.30.420.10.56 3s99 3.40.50.2300.190 3.40.50.2300.345
2p5y 3.40.50.720.32 3.90.25.10.9 5dp2 3.90.180.10.1 3.40.50.720.88
4ofj 3.40.190.10.372 3.10.105.10.9 1pb8 3.40.190.10.73 3.40.190.10.137
3h38 3.30.460.10.6 1.10.3090.10.2 4fh3 1.10.1410.10.1 3.30.460.10.5
3ip5 3.40.50.2300.216 3.40.50.2300.13 4g97 1.20.140.160.2 3.40.50.2300.70
1vf8 3.20.20.80.27 3.10.50.10.2 3ii1 2.60.40.1180.95 3.20.20.80.179
2axn 3.40.50.300.48 3.40.50.1240.14 2yhs 1.20.120.140.4 3.40.50.300.23
3crr 3.40.50.300.330 1.10.287.890.1 2yhs 1.20.120.140.4 3.40.50.300.23
4ofj 3.40.190.10.372 3.10.105.10.9 4i62 3.40.190.10.2 3.40.190.10.147
2o5v 3.40.50.300.96 1.20.1050.90.1 2yhs 1.20.120.140.4 3.40.50.300.23
3w4r 3.20.20.80.132 3.10.50.10.2 3ii1 2.60.40.1180.95 3.20.20.80.179
1w9h 3.40.50.2300.126 3.30.420.10.56 4kqc 3.40.50.2300.71 3.40.50.2300.67
5icq 3.40.190.10.385 3.10.105.10.18 3un6 3.40.190.10.275 3.40.190.10.313
1wf3 3.40.50.300.162 3.30.300.20.10 2yhs 1.20.120.140.4 3.40.50.300.23
1w9h 3.40.50.2300.126 3.30.420.10.56 4g97 1.20.140.160.2 3.40.50.2300.70
4wpg 3.40.50.720.3 3.90.25.10.12 3goh 3.90.180.10.18 3.40.50.720.498
1w9h 3.40.50.2300.126 3.30.420.10.56 4m88 3.40.50.2300.335 3.40.50.2300.99
1bco 3.30.420.10.61 2.30.30.130.1 1w9h 3.40.50.2300.126 3.30.420.10.56
4yle 3.40.50.2300.111 3.40.50.2300.81 4g97 1.20.140.160.2 3.40.50.2300.70
4wpg 3.40.50.720.3 3.90.25.10.12 3b6z 3.90.180.10.41 3.40.50.720.74
3i45 3.40.50.2300.224 3.40.50.2300.114 4g97 1.20.140.160.2 3.40.50.2300.70
2rb5 3.40.50.1000.1 3.30.1240.10.1 3pdw 3.40.50.1000.10 3.40.50.1000.114
4ofj 3.40.190.10.372 3.10.105.10.9 4euo 3.40.190.10.153 3.40.190.10.56
5icq 3.40.190.10.385 3.10.105.10.18 2v3u 3.40.190.10.6 3.40.190.10.225
3c7a 3.40.50.720.162 1.10.1040.10.43 2w4q 3.90.180.10.36 3.40.50.720.89
1lj8 3.40.50.720.466 1.10.1040.10.39 3gms 3.90.180.10.10 3.40.50.720.476
3g6m 3.20.20.80.96 3.10.50.10.7 3ii1 2.60.40.1180.95 3.20.20.80.179
5icq 3.40.190.10.385 3.10.105.10.18 1xs5 3.40.190.10.117 3.40.190.10.149
1w9h 3.40.50.2300.126 3.30.420.10.56 3i45 3.40.50.2300.224 3.40.50.2300.114
5icq 3.40.190.10.385 3.10.105.10.18 3uif 3.40.190.10.377 3.40.190.10.363
3crr 3.40.50.300.330 1.10.287.890.1 1f5n 1.20.1000.10.1 3.40.50.300.158
4kqc 3.40.50.2300.71 3.40.50.2300.67 4g97 1.20.140.160.2 3.40.50.2300.70
4wpg 3.40.50.720.3 3.90.25.10.12 3gms 3.90.180.10.10 3.40.50.720.476
4f06 3.40.50.2300.152 3.40.50.2300.49 4g97 1.20.140.160.2 3.40.50.2300.70
4ofj 3.40.190.10.372 3.10.105.10.9 4qhq 3.40.190.10.41 3.40.190.10.149
1l8t 3.30.200.20.114 3.90.1200.10.18 3war 1.10.510.10.21 3.30.200.20.1
5icq 3.40.190.10.385 3.10.105.10.18 1si0 3.40.190.10.5 3.40.190.10.48
1s6y 3.40.50.720.449 3.90.110.10.16 3gms 3.90.180.10.10 3.40.50.720.476
1l8t 3.30.200.20.114 3.90.1200.10.18 3q5z 1.10.510.10.62 3.30.200.20.185
3s99 3.40.50.2300.190 3.40.50.2300.345 4g97 1.20.140.160.2 3.40.50.2300.70
3lkm 3.30.200.20.212 3.20.200.10.1 3war 1.10.510.10.21 3.30.200.20.1
3c7a 3.40.50.720.162 1.10.1040.10.43 5dp2 3.90.180.10.1 3.40.50.720.88
5icq 3.40.190.10.385 3.10.105.10.18 1pb8 3.40.190.10.73 3.40.190.10.137
3lkm 3.30.200.20.212 3.20.200.10.1 3q5z 1.10.510.10.62 3.30.200.20.185
1r1h 3.40.390.10.29 1.10.1380.10.1 3khi 1.10.472.150.1 3.40.390.10.27
3alf 3.20.20.80.98 3.10.50.10.3 3ii1 2.60.40.1180.95 3.20.20.80.179
3a1t 3.40.50.300.132 1.10.287.1770.1 1f5n 1.20.1000.10.1 3.40.50.300.158
1w9h 3.40.50.2300.126 3.30.420.10.56 4f06 3.40.50.2300.152 3.40.50.2300.49
1lj8 3.40.50.720.466 1.10.1040.10.39 3goh 3.90.180.10.18 3.40.50.720.498
2ip1 3.40.50.620.59 1.10.240.10.5 1r6x 3.10.400.10.1 3.40.50.620.4
1w9h 3.40.50.2300.126 3.30.420.10.56 4yle 3.40.50.2300.111 3.40.50.2300.81
4ofj 3.40.190.10.372 3.10.105.10.9 2ons 3.40.190.10.30 3.40.190.10.31
5icq 3.40.190.10.385 3.10.105.10.18 4i62 3.40.190.10.2 3.40.190.10.147
1lj8 3.40.50.720.466 1.10.1040.10.39 3b6z 3.90.180.10.41 3.40.50.720.74
2qor 3.40.50.300.400 3.30.63.10.4 2yhs 1.20.120.140.4 3.40.50.300.23
2ze6 3.40.50.300.473 1.10.287.890.2 2yhs 1.20.120.140.4 3.40.50.300.23
4iyk 2.60.40.1120.5 2.60.40.2060.3 2nsm 3.40.630.10.39 2.60.40.1120.1
1s6y 3.40.50.720.449 3.90.110.10.16 3goh 3.90.180.10.18 3.40.50.720.498
1itx 3.20.20.80.7 3.10.50.10.1 3ii1 2.60.40.1180.95 3.20.20.80.179
3szy 3.40.720.10.10 3.30.1360.110.1 1eqj 3.40.1450.10.1 3.40.720.10.19
4ofj 3.40.190.10.372 3.10.105.10.9 4got 3.40.190.10.62 3.40.190.10.244
1lj8 3.40.50.720.466 1.10.1040.10.39 2w4q 3.90.180.10.36 3.40.50.720.89
3d02 3.40.50.2300.15 3.40.50.2300.14 4g97 1.20.140.160.2 3.40.50.2300.70
1w9h 3.40.50.2300.126 3.30.420.10.56 4y9t 3.40.50.2300.113 3.40.50.2300.188
1s6y 3.40.50.720.449 3.90.110.10.16 3b6z 3.90.180.10.41 3.40.50.720.74
2wf7 3.40.50.1000.8 1.10.150.240.1 3pdw 3.40.50.1000.10 3.40.50.1000.114
4xvh 2.60.120.260.131 3.40.50.1110.19 3hjr 3.40.50.200.24 2.60.120.260.12
4wpg 3.40.50.720.3 3.90.25.10.12 2w4q 3.90.180.10.36 3.40.50.720.89
2axn 3.40.50.300.48 3.40.50.1240.14 1f5n 1.20.1000.10.1 3.40.50.300.158
4ofj 3.40.190.10.372 3.10.105.10.9 3oen 3.40.190.10.74 3.40.190.10.176
1ut9 2.60.40.10.405 1.50.10.10.44 2fbo 2.60.40.10.294 2.60.40.10.296
5icq 3.40.190.10.385 3.10.105.10.18 4euo 3.40.190.10.153 3.40.190.10.56
1s6y 3.40.50.720.449 3.90.110.10.16 2w4q 3.90.180.10.36 3.40.50.720.89
2o5v 3.40.50.300.96 1.20.1050.90.1 1f5n 1.20.1000.10.1 3.40.50.300.158
4ffl 3.40.50.720.549 3.30.470.20.24 3goh 3.90.180.10.18 3.40.50.720.498
1w9h 3.40.50.2300.126 3.30.420.10.56 3uk0 3.40.50.2300.208 3.40.50.2300.6
5icq 3.40.190.10.385 3.10.105.10.18 2czl 3.40.190.10.138 3.40.190.10.243
1lj8 3.40.50.720.466 1.10.1040.10.39 5dp2 3.90.180.10.1 3.40.50.720.88
5icq 3.40.190.10.385 3.10.105.10.18 2v84 3.40.190.10.109 3.40.190.10.95
1wf3 3.40.50.300.162 3.30.300.20.10 1f5n 1.20.1000.10.1 3.40.50.300.158
5icq 3.40.190.10.385 3.10.105.10.18 4qhq 3.40.190.10.41 3.40.190.10.149
3lop 3.40.50.2300.309 3.40.50.2300.59 4g97 1.20.140.160.2 3.40.50.2300.70
